orgnr,wikidata_item,wikidata_label
5562869320,http://www.wikidata.org/entity/Q90882415,Uni-Partner Aktiebolag
5562870849,http://www.wikidata.org/entity/Q111284696,Giraff Film
5562900372,http://www.wikidata.org/entity/Q10438139,Byberg & Nordin Busstrafik
5562911965,http://www.wikidata.org/entity/Q26253056,Samtrans
5562949973,http://www.wikidata.org/entity/Q10428434,Bergkvarabuss
5562960368,http://www.wikidata.org/entity/Q133835566,Peter Hald Filmproduktion
5562960384,http://www.wikidata.org/entity/Q10432203,Bakhåll
5562973270,http://www.wikidata.org/entity/Q10691628,Team Sportia
5562973320,http://www.wikidata.org/entity/Q3355552,Biltema
5562987445,http://www.wikidata.org/entity/Q102257941,Ettelva Arkitekter
5563004463,http://www.wikidata.org/entity/Q108153164,Jan Börjeson Orgelvård
5563004745,http://www.wikidata.org/entity/Q505846,Radiotjänst i Kiruna
5563027241,http://www.wikidata.org/entity/Q662174,Securitas
5563047041,http://www.wikidata.org/entity/Q943681,Viasat
5563048791,http://www.wikidata.org/entity/Q90679586,Sandvik Utbildningsaktiebolag
5563076867,http://www.wikidata.org/entity/Q10692466,Telgekoncernen
5563082394,http://www.wikidata.org/entity/Q136547336,Nobis Hospitality Group
5563084630,http://www.wikidata.org/entity/Q7597492,Stampen
5563088144,http://www.wikidata.org/entity/Q3437039,Cloetta
5563094928,http://www.wikidata.org/entity/Q4650455,AB Stockholms Spårvägar
5563099158,http://www.wikidata.org/entity/Q378944,MTG
5563114445,http://www.wikidata.org/entity/Q90882374,Edinit AB
5563174076,http://www.wikidata.org/entity/Q10578917,Mecenat AB
5563185437,http://www.wikidata.org/entity/Q10495189,Filmlance International
5563202539,http://www.wikidata.org/entity/Q112843839,Hustruskolan
5563210706,http://www.wikidata.org/entity/Q90882219,Danderyds Enskilda Skola Aktiebolag
5563246502,http://www.wikidata.org/entity/Q62062356,Animagica Film & Video
5563252351,http://www.wikidata.org/entity/Q10425785,Bamseförlaget
5563255511,http://www.wikidata.org/entity/Q30938280,Essity
5563318566,http://www.wikidata.org/entity/Q10552306,LKAB Wassara
5563324010,http://www.wikidata.org/entity/Q10428777,Bertegruppen
5563336857,http://www.wikidata.org/entity/Q124376386,Sony Music Entertainment Sweden AB
5563341659,http://www.wikidata.org/entity/Q91013205,Vardaga Nytida Omsorg AB
5563348449,http://www.wikidata.org/entity/Q10727499,Örebrobostäder
5563356137,http://www.wikidata.org/entity/Q10682340,Studentlitteratur
5563366086,http://www.wikidata.org/entity/Q61829291,Kulturfastigheter Linköping AB
5563395432,http://www.wikidata.org/entity/Q2033202,Sandrew Metronome
5563409803,http://www.wikidata.org/entity/Q10689475,TV Plus AB
5563425601,http://www.wikidata.org/entity/Q91013394,Psykolog Helena Berg Aktiebolag
5563427664,http://www.wikidata.org/entity/Q10428385,Bergendahl & Son
5563428696,http://www.wikidata.org/entity/Q129937715,Ejes choklad
5563455624,http://www.wikidata.org/entity/Q3352944,Strix Television
5563469062,http://www.wikidata.org/entity/Q10435007,Bredband2
5563475028,http://www.wikidata.org/entity/Q90882217,Nya Munken Aktiebolag
5563475440,http://www.wikidata.org/entity/Q7512265,Sigma AB
5563477982,http://www.wikidata.org/entity/Q91013385,FB Administrative Research Aktiebolag
5563481588,http://www.wikidata.org/entity/Q1472539,Manpower
5563492262,http://www.wikidata.org/entity/Q10647961,Q-star
5563519437,http://www.wikidata.org/entity/Q112864397,VR Sverige
5563569382,http://www.wikidata.org/entity/Q10508163,Grant Thornton
5563571248,http://www.wikidata.org/entity/Q90883829,Aktiebolaget Sigrid Rudebecks Skola
5563573459,http://www.wikidata.org/entity/Q57167117,Nettbuss Sverige
5563586709,http://www.wikidata.org/entity/Q116953916,Viking Film
5563593259,http://www.wikidata.org/entity/Q123413283,Dualis Förlag
5563609766,http://www.wikidata.org/entity/Q10719590,Wendros
5563650752,http://www.wikidata.org/entity/Q18450971,Hultafors Group
5563659746,http://www.wikidata.org/entity/Q10716713,Volvo Parts
5563667483,http://www.wikidata.org/entity/Q20164951,Sapa Profiler
5563670230,http://www.wikidata.org/entity/Q10720019,Wihlborgs
5563699817,http://www.wikidata.org/entity/Q91013283,INSU AB
5563717585,http://www.wikidata.org/entity/Q122388988,Nordisk Film Production Sverige
5563758399,http://www.wikidata.org/entity/Q10669461,Sjölins Gymnasium AB
5563786499,http://www.wikidata.org/entity/Q91019118,Älmeboda Utvecklingsbolag AB
5563792927,http://www.wikidata.org/entity/Q91105721,Flyinge Aktiebolag
5563808723,http://www.wikidata.org/entity/Q4914620,BioGaia
5563813038,http://www.wikidata.org/entity/Q3357520,Teknikmagasinet
5563833267,http://www.wikidata.org/entity/Q74040525,Sisyfosgruppen
5563836757,http://www.wikidata.org/entity/Q90834253,"Värmdö Tekniska Utbildningar Aktiebolag, VTU"
5563859254,http://www.wikidata.org/entity/Q18290966,Instrumentfabriks AB Lyth
5563876753,http://www.wikidata.org/entity/Q90883930,Adventum Specialpedagogik AB
5563883940,http://www.wikidata.org/entity/Q10423659,AWA
5563910354,http://www.wikidata.org/entity/Q10546722,Knowit
5563943397,http://www.wikidata.org/entity/Q31886953,Södra Munksjön Utvecklings AB
5563982387,http://www.wikidata.org/entity/Q10542239,KF Media
5563986750,http://www.wikidata.org/entity/Q91022328,DenBro AB
5563990877,http://www.wikidata.org/entity/Q1499198,Gekås
5564003175,http://www.wikidata.org/entity/Q10688511,Söderenergi
5564003308,http://www.wikidata.org/entity/Q10689366,TTG Sverige AB
5564008281,http://www.wikidata.org/entity/Q91303905,Orgelbyggare Tomas Svenske
5564010055,http://www.wikidata.org/entity/Q24088927,Snälltåget
5564025970,http://www.wikidata.org/entity/Q10578172,Mastiff
5564026069,http://www.wikidata.org/entity/Q1748647,Mittmedia
5564028925,http://www.wikidata.org/entity/Q90820955,Anew Learning Aktiebolag
5564056629,http://www.wikidata.org/entity/Q124156664,Walt Disney Company Nordic
5564064748,http://www.wikidata.org/entity/Q10507661,GothNet
5564065687,http://www.wikidata.org/entity/Q90882356,S:Ta Ragnhildgymnasiet AB
5564085032,http://www.wikidata.org/entity/Q1337240,Getinge AB
5564085552,http://www.wikidata.org/entity/Q56648149,Rekal AB
5564088770,http://www.wikidata.org/entity/Q10603350,Note
5564108917,http://www.wikidata.org/entity/Q309865,Tele2
5564124765,http://www.wikidata.org/entity/Q136218953,Stavsnäs Båttaxi
5564127099,http://www.wikidata.org/entity/Q90882178,Tant Grön AB
5564143674,http://www.wikidata.org/entity/Q10687203,Symposion
5564151727,http://www.wikidata.org/entity/Q10680557,Stockholms Stadshus AB
5564163649,http://www.wikidata.org/entity/Q113141405,Illusion Film & Television
5564173853,http://www.wikidata.org/entity/Q90883963,Dille Gård AB
5564187309,http://www.wikidata.org/entity/Q90883087,Förskolan Olympen Aktiebolag
5564193232,http://www.wikidata.org/entity/Q1543058,Sveriges Radio
5564199544,http://www.wikidata.org/entity/Q113019165,Strix Drama
5564209608,http://www.wikidata.org/entity/Q91016568,Oasen HVB & Skola AB
5564210309,http://www.wikidata.org/entity/Q10692298,Telenor Sverige
5564235769,http://www.wikidata.org/entity/Q64023431,Ramsbury Invest
5564252327,http://www.wikidata.org/entity/Q805687,Aldaris
5564272812,http://www.wikidata.org/entity/Q1881327,Meda AB
5564275823,http://www.wikidata.org/entity/Q112791150,Svenska Kyrkans Utbildning AB
5564280229,http://www.wikidata.org/entity/Q91014318,Lichron Europe Aktiebolag
5564290319,http://www.wikidata.org/entity/Q10612751,Orusttrafiken
5564300142,http://www.wikidata.org/entity/Q4567911,Telia Sverige
5564312469,http://www.wikidata.org/entity/Q109744808,Discovery Networks Sweden
5564327111,http://www.wikidata.org/entity/Q5219664,Danir AB
5564328440,http://www.wikidata.org/entity/Q91013293,EIO Medlemsservice Aktiebolag
5564329083,http://www.wikidata.org/entity/Q113656160,Svedab
5564337060,http://www.wikidata.org/entity/Q10453212,Cinemascenen i Katrineholm AB
5564341369,http://www.wikidata.org/entity/Q3374777,Bukowskis
5564362084,http://www.wikidata.org/entity/Q10686496,Swedfund
5564366267,http://www.wikidata.org/entity/Q1526778,Niscayah
5564370194,http://www.wikidata.org/entity/Q6842703,Länstrafiken i Jämtlands län
5564381795,http://www.wikidata.org/entity/Q1663784,Inlandsbanan AB
5564386679,http://www.wikidata.org/entity/Q112805475,Migma Film
5564386950,http://www.wikidata.org/entity/Q10710340,Ur & Penn
5564413457,http://www.wikidata.org/entity/Q122233216,Turnpike Filmproduktion
5564418449,http://www.wikidata.org/entity/Q90882819,Erastos AB
5564422706,http://www.wikidata.org/entity/Q10579165,Media Dubb
5564423662,http://www.wikidata.org/entity/Q10437174,Bubs
5564427432,http://www.wikidata.org/entity/Q90834782,Peabskolan AB
5564437738,http://www.wikidata.org/entity/Q127165187,Fagerströms karamellfabrik
5564440211,http://www.wikidata.org/entity/Q91017425,Modern Business Development i Dalarna AB
5564450665,http://www.wikidata.org/entity/Q90883227,Palmlunds Malmö Aktiebolag
5564453891,http://www.wikidata.org/entity/Q59618146,IQ Media Nordic
5564465291,http://www.wikidata.org/entity/Q133835515,Viking Entertainment
5564469343,http://www.wikidata.org/entity/Q134933089,Bivab
5564470978,http://www.wikidata.org/entity/Q90883197,Kokalite Aktiebolag
5564474194,http://www.wikidata.org/entity/Q19978053,Luleå Kommunföretag
5564480282,http://www.wikidata.org/entity/Q1770068,Atea
5564481397,http://www.wikidata.org/entity/Q10660896,Samhall
5564487907,http://www.wikidata.org/entity/Q91020661,Procurama AB
5564489150,http://www.wikidata.org/entity/Q6949955,Mälarenergi
5564491602,http://www.wikidata.org/entity/Q90883023,Vassbo Behandlingshem AB
5564498268,http://www.wikidata.org/entity/Q90882392,Aktiebolaget Slottshöjdens Förskolor
5564499464,http://www.wikidata.org/entity/Q10708899,Ulriksdals Värdshus
5564515988,http://www.wikidata.org/entity/Q10498991,Fridaskolorna AB
5564518081,http://www.wikidata.org/entity/Q90883903,Runstyckets Förskola Aktiebolag
5564518750,http://www.wikidata.org/entity/Q90883068,Aktiebolaget Videdals Privatskolor
5564524220,http://www.wikidata.org/entity/Q90828564,Rälsen Aktiebolag
5564526514,http://www.wikidata.org/entity/Q1786717,Lindex
5564559523,http://www.wikidata.org/entity/Q90834358,Aprendere Skolor AB
5564562790,http://www.wikidata.org/entity/Q91013638,Klart Skepp Stocksund Aktiebolag
5564571460,http://www.wikidata.org/entity/Q28936649,Destination Uppsala
5564575628,http://www.wikidata.org/entity/Q90883027,Centrumskolan I Helsingborg Aktiebolag
5564586716,http://www.wikidata.org/entity/Q7937347,Vittraskolorna AB
5564599156,http://www.wikidata.org/entity/Q10403939,Akademiska Hus
5564600988,http://www.wikidata.org/entity/Q129675515,Barrefelt Produktion
5564601812,http://www.wikidata.org/entity/Q3924567,Svenska Spel
5564609542,http://www.wikidata.org/entity/Q7245547,Prisxtra
5564609666,http://www.wikidata.org/entity/Q90882753,Stockholms Montessoriskola Aktiebolag
5564613395,http://www.wikidata.org/entity/Q10650630,Reijmyre Glasbruk
5564624368,http://www.wikidata.org/entity/Q6055393,Internationella Engelska Skolan i Sverige AB
5564625308,http://www.wikidata.org/entity/Q90883276,Montessoriskolan Fredsduvan Aktiebolag
5564629722,http://www.wikidata.org/entity/Q90883314,Ramlösa Friskola AB
5564631983,http://www.wikidata.org/entity/Q90882824,"Mediateknikerutbildningen, MTU AB"
5564646874,http://www.wikidata.org/entity/Q7315107,RISE Research Institutes of Sweden
5564648979,http://www.wikidata.org/entity/Q10658357,Rytmus musikgymnasium
5564659414,http://www.wikidata.org/entity/Q10559602,Lernia
5564666609,http://www.wikidata.org/entity/Q90883009,Axedinskolan Aktiebolag
5564675055,http://www.wikidata.org/entity/Q10507678,Gotlands Bryggeri
5564677598,http://www.wikidata.org/entity/Q10661015,Samtrafiken i Sverige AB
5564684289,http://www.wikidata.org/entity/Q133835522,Åbiz-Åberg Art Film & Design
5564684354,http://www.wikidata.org/entity/Q91012891,Ambea AB
5564691979,http://www.wikidata.org/entity/Q122231602,Scanbox Entertainment Sweden
5564693561,http://www.wikidata.org/entity/Q122389173,Nordisk Film Post Production
5564696184,http://www.wikidata.org/entity/Q134292288,Famora Foods
5564696291,http://www.wikidata.org/entity/Q60967616,Fortnox
5564696564,http://www.wikidata.org/entity/Q90883662,Trollhättans Montessoriskola Aktiebolag
5564697158,http://www.wikidata.org/entity/Q31898071,Sveriges Lokalradio AB
5564698545,http://www.wikidata.org/entity/Q90883957,Vänersnäs Montessoriskola Aktiebolag
5564699105,http://www.wikidata.org/entity/Q91008926,Vardaga
5564701901,http://www.wikidata.org/entity/Q91008754,Nytida AB
5564702107,http://www.wikidata.org/entity/Q2463757,Tåg i Bergslagen
5564706306,http://www.wikidata.org/entity/Q5413863,Eurotroll
5564710795,http://www.wikidata.org/entity/Q90882679,Nyköping Strand Utbildningscentrum AB
5564713369,http://www.wikidata.org/entity/Q10685096,Svenska Lantchips
5564714474,http://www.wikidata.org/entity/Q17050121,Elgiganten
5564715232,http://www.wikidata.org/entity/Q123760277,Ahead Multimedia
5564715729,http://www.wikidata.org/entity/Q90821855,Utvecklingspedagogik Sverige Aktiebolag
5564731700,http://www.wikidata.org/entity/Q26253363,Arjo Finance Holding
5564732856,http://www.wikidata.org/entity/Q90882449,Didaktus Skolor AB
5564736808,http://www.wikidata.org/entity/Q1138983,Tågab
5564754793,http://www.wikidata.org/entity/Q10713262,Vasallen
5564755550,http://www.wikidata.org/entity/Q10443590,Castellum
5564756467,http://www.wikidata.org/entity/Q10680741,Stokab
5564767688,http://www.wikidata.org/entity/Q19977547,Fastighets Aktiebolaget Briggen
5564778958,http://www.wikidata.org/entity/Q90883043,Attendo Individ Och Familj AB
5564781606,http://www.wikidata.org/entity/Q90882293,Framtidsgymnasiet I Göteborg Aktiebolag
5564781705,http://www.wikidata.org/entity/Q7560946,Sonet Film
5564787397,http://www.wikidata.org/entity/Q90883213,Nyckelknippan Förskole Aktiebolag
5564795598,http://www.wikidata.org/entity/Q836805,Chalmers tekniska högskola
5564798493,http://www.wikidata.org/entity/Q900289,Kopparbergs Bryggeri
5564800836,http://www.wikidata.org/entity/Q90883111,Ängsdals Skolor AB
5564809712,http://www.wikidata.org/entity/Q90883666,Tryserums Friskola Aktiebolag
5564813649,http://www.wikidata.org/entity/Q91013346,Lyktan Förvaltning AB
5564814274,http://www.wikidata.org/entity/Q111202967,Levande Böcker
5564816204,http://www.wikidata.org/entity/Q10397672,Almi
5564819372,http://www.wikidata.org/entity/Q120511306,Fastec
5564823937,http://www.wikidata.org/entity/Q90882237,Sverigefinska Skolan I Stockholm AB
5564825577,http://www.wikidata.org/entity/Q90883935,Danderyds Montessoriskola Aktiebolag
5564834363,http://www.wikidata.org/entity/Q90883949,Båktorp AB
5564840238,http://www.wikidata.org/entity/Q90882983,Söder Triaden Skolor Aktiebolag
5564850385,http://www.wikidata.org/entity/Q113514998,Ninetone Group
5564851649,http://www.wikidata.org/entity/Q10568270,Ljud & Bildskolan
5564854296,http://www.wikidata.org/entity/Q4573511,Casino Cosmopol
5564868155,http://www.wikidata.org/entity/Q90883320,Ma Vätterosen AB
5564869161,http://www.wikidata.org/entity/Q90882712,Fordonsutbildningar I Örebro Aktiebolag
5564870771,http://www.wikidata.org/entity/Q90883102,Nytida Enigma AB
5564889482,http://www.wikidata.org/entity/Q90882744,Victum Gymnasium Aktiebolag
5564891447,http://www.wikidata.org/entity/Q90818587,Magelungen Utveckling AB
5564901832,http://www.wikidata.org/entity/Q10432919,Bonnier Business Press
5564911583,http://www.wikidata.org/entity/Q120377738,Profura
5564918356,http://www.wikidata.org/entity/Q90883882,Hyllie Park Aktiebolag
5564944063,http://www.wikidata.org/entity/Q90882266,JPK Education AB
5564946530,http://www.wikidata.org/entity/Q90883889,Miba Skolor AB
5564965779,http://www.wikidata.org/entity/Q108598069,Begravningar i Östgötabygd
5564977121,http://www.wikidata.org/entity/Q90883256,Vikens Montessori Aktiebolag
5564977360,http://www.wikidata.org/entity/Q121300731,Korkeken Interactive Studio
5564977774,http://www.wikidata.org/entity/Q131465111,Bullhead
5564991791,http://www.wikidata.org/entity/Q10723460,Ybuss
5564997319,http://www.wikidata.org/entity/Q90883045,Caremore Vård Och Behandling AB
5565003745,http://www.wikidata.org/entity/Q122149474,A-Train AB
5565007621,http://www.wikidata.org/entity/Q10716113,VisitSweden
5565011771,http://www.wikidata.org/entity/Q10474816,Diös Fastigheter AB
5565020772,http://www.wikidata.org/entity/Q10690166,Talarforum
5565028932,http://www.wikidata.org/entity/Q108598764,Capella Begravning och Juridik
5565030599,http://www.wikidata.org/entity/Q90883649,Karlskrona Montessorifriskola AB
5565036141,http://www.wikidata.org/entity/Q10491340,Eurocash
5565042255,http://www.wikidata.org/entity/Q90828996,Swedish Education Group AB
5565043691,http://www.wikidata.org/entity/Q120441567,Lund Records
5565060372,http://www.wikidata.org/entity/Q124658958,eMultimedia AB
5565065611,http://www.wikidata.org/entity/Q22083235,Vibb Production
5565075586,http://www.wikidata.org/entity/Q90882835,Barnens Montessoriakademi Östermalm AB
5565077269,http://www.wikidata.org/entity/Q124734175,Filmförlaget Atlantic
5565082574,http://www.wikidata.org/entity/Q113019168,LiteGrip
5565086278,http://www.wikidata.org/entity/Q122389134,Nordisk Film TV-Produktion
5565116505,http://www.wikidata.org/entity/Q99611225,Nirstedt litteratur
5565121570,http://www.wikidata.org/entity/Q90882807,Kunskapsnavet AB
5565128310,http://www.wikidata.org/entity/Q85190801,Liba Bröd
5565134649,http://www.wikidata.org/entity/Q113181779,Dagsljus Filmequipment
5565135547,http://www.wikidata.org/entity/Q18246842,Viaplay
5565136446,http://www.wikidata.org/entity/Q10428296,Beredskapsmuseet
5565146650,http://www.wikidata.org/entity/Q122914927,Eld Interaktiv Produktions
5565160669,http://www.wikidata.org/entity/Q90884052,Klart Skepp Marinteknik AB
5565182358,http://www.wikidata.org/entity/Q91013002,Victum Kompetensutveckling AB
5565190609,http://www.wikidata.org/entity/Q90882706,Roslagen Utbildning AB
5565199493,http://www.wikidata.org/entity/Q800355,Bahnhof
5565199998,http://www.wikidata.org/entity/Q10420389,Aspiro
5565204129,http://www.wikidata.org/entity/Q90882808,Mona Hurtig Skol AB
5565204137,http://www.wikidata.org/entity/Q10599837,Netonnet
5565204749,http://www.wikidata.org/entity/Q113296580,Stiller Studios
5565219648,http://www.wikidata.org/entity/Q19903792,WG Film
5565233797,http://www.wikidata.org/entity/Q90882193,Pilgrimsskolan AB
5565245338,http://www.wikidata.org/entity/Q125939970,Ozon Media
5565250247,http://www.wikidata.org/entity/Q90882253,Hvb Lappetorp AB
5565256905,http://www.wikidata.org/entity/Q10425193,Fastighets AB Balder
5565274007,http://www.wikidata.org/entity/Q112219004,AcadeMedia Eductus AB
5565274817,http://www.wikidata.org/entity/Q96761164,Malungs Elnät
5565275657,http://www.wikidata.org/entity/Q90825422,Göteborgsregionens Internationella Skola Aktiebolag
5565279931,http://www.wikidata.org/entity/Q90883040,Ängdala Skolor AB
5565282588,http://www.wikidata.org/entity/Q10648193,R1 Marin AB
5565286696,http://www.wikidata.org/entity/Q90408113,KLARA Gymnasium Bildning AB
5565293148,http://www.wikidata.org/entity/Q116216022,PAN Interactive
5565293205,http://www.wikidata.org/entity/Q4040638,HiQ International
5565295960,http://www.wikidata.org/entity/Q3357081,Dressmann
5565295978,http://www.wikidata.org/entity/Q113181772,The Chimney Pot
5565296836,http://www.wikidata.org/entity/Q10684826,Svensk Maskinprovning
5565298790,http://www.wikidata.org/entity/Q10495197,Filmpool Nord
5565300141,http://www.wikidata.org/entity/Q112257731,JENSEN development Aktiebolag
5565304481,http://www.wikidata.org/entity/Q90837237,Framtidsgymnasiet Öst AB
5565315610,http://www.wikidata.org/entity/Q90882787,Davi Skolan Aktiebolag
5565316071,http://www.wikidata.org/entity/Q91009089,Vardaga & Nytida AB
5565316352,http://www.wikidata.org/entity/Q10535969,Inrego
5565327201,http://www.wikidata.org/entity/Q10539958,Jensen education Aktiebolag
5565334231,http://www.wikidata.org/entity/Q10431339,Blidösundsbolaget
5565370888,http://www.wikidata.org/entity/Q10512821,Göteborgs Stadshus
5565375945,http://www.wikidata.org/entity/Q10674550,Specialfastigheter
5565378642,http://www.wikidata.org/entity/Q124627900,Bron.
5565393138,http://www.wikidata.org/entity/Q10429829,Biotage
5565394904,http://www.wikidata.org/entity/Q10682085,Strängbetong
5565404638,http://www.wikidata.org/entity/Q91013107,CNG Curt Nicolin Gymnasiet Holding AB
5565408381,http://www.wikidata.org/entity/Q90829703,Donnergymnasiet AB
5565412946,http://www.wikidata.org/entity/Q60970605,Umeå Biotech Incubator
5565418455,http://www.wikidata.org/entity/Q90883557,Montessorigrundskolan Maria AB
5565420584,http://www.wikidata.org/entity/Q123764541,Elva Femtiofem Media
5565420824,http://www.wikidata.org/entity/Q792486,Axfood
5565422762,http://www.wikidata.org/entity/Q90883898,Vendestigens Förskola Och Skola AB
5565424321,http://www.wikidata.org/entity/Q10716721,Volvo Technology
5565424370,http://www.wikidata.org/entity/Q10716720,Volvo Technology Transfer
5565424875,http://www.wikidata.org/entity/Q125629548,FLX Comedy
5565442638,http://www.wikidata.org/entity/Q108225879,Bixia
5565446522,http://www.wikidata.org/entity/Q10464085,Cybercom group
5565451217,http://www.wikidata.org/entity/Q10550346,Kungsleden AB
5565462966,http://www.wikidata.org/entity/Q115641680,Vioma Digital Entertainment
5565466371,http://www.wikidata.org/entity/Q90883965,Elector Utbildning AB
5565477865,http://www.wikidata.org/entity/Q124200945,Söderhamn Stadshus AB
5565481131,http://www.wikidata.org/entity/Q2763986,Boxer TV Access
5565483194,http://www.wikidata.org/entity/Q119145929,Bajoum
5565484754,http://www.wikidata.org/entity/Q90882718,Mälardalens Tekniska Gymnasium Aktiebolag
5565484796,http://www.wikidata.org/entity/Q90882786,Kulturskolan Raketen AB
5565489696,http://www.wikidata.org/entity/Q56301918,Axess Logistics
5565497020,http://www.wikidata.org/entity/Q6710866,Länsförsäkringar
5565498952,http://www.wikidata.org/entity/Q10464323,Cygate
5565502415,http://www.wikidata.org/entity/Q90882137,Montemini Hbg'S Montessoriskola AB
5565507240,http://www.wikidata.org/entity/Q119586646,Saltkråkan Aktiebolag
5565510756,http://www.wikidata.org/entity/Q90882088,Musikskolan Lilla Akademien AB
5565518932,http://www.wikidata.org/entity/Q2298950,Starbreeze
5565523858,http://www.wikidata.org/entity/Q90882695,Impius Utvecklings AB
5565527354,http://www.wikidata.org/entity/Q90883941,Uppsala Montessoriskola AB
5565528022,http://www.wikidata.org/entity/Q90883246,Malmens Friskola AB
5565530606,http://www.wikidata.org/entity/Q10556387,Legendo
5565533873,http://www.wikidata.org/entity/Q90883875,Ogenholts Friskola AB
5565536678,http://www.wikidata.org/entity/Q90883945,Rosholmen Education Academy AB
5565537684,http://www.wikidata.org/entity/Q136805104,Cisco Systems (Sweden)
5565538740,http://www.wikidata.org/entity/Q112821258,Mint AB
5565541215,http://www.wikidata.org/entity/Q90882855,Vintertullsskolan I Stockholm Aktiebolag
5565547964,http://www.wikidata.org/entity/Q90829704,Cybergymnasiet Stockholm AB
5565553350,http://www.wikidata.org/entity/Q10677146,Stadsbussarna i Västerås
5565556775,http://www.wikidata.org/entity/Q121814340,Teknikhuset i Umeå
5565557211,http://www.wikidata.org/entity/Q134303976,Boxholms skogar AB
5565561635,http://www.wikidata.org/entity/Q107000541,Forflex AB
5565568457,http://www.wikidata.org/entity/Q91020385,Engbergs Snickerier AB
5565570149,http://www.wikidata.org/entity/Q90883269,Södertälje Friskola Aktiebolag
5565570446,http://www.wikidata.org/entity/Q90882179,Friskolan Svettpärlan AB
5565570958,http://www.wikidata.org/entity/Q90882833,Primaskolan I Sverige AB
5565580031,http://www.wikidata.org/entity/Q1389894,Sveaskog
5565583282,http://www.wikidata.org/entity/Q90826760,KLARA Gymnasium Lärande AB
5565585873,http://www.wikidata.org/entity/Q928178,Västtrafik
5565586871,http://www.wikidata.org/entity/Q90882313,Nytida Tasava AB
5565588166,http://www.wikidata.org/entity/Q90882745,Skolgrunden Aktiebolag
5565588224,http://www.wikidata.org/entity/Q10719485,Webhallen Sverige
5565593703,http://www.wikidata.org/entity/Q118445020,Zentropa Sweden
5565600268,http://www.wikidata.org/entity/Q131827250,Q131827250
5565605309,http://www.wikidata.org/entity/Q10581173,Melker Schörling AB
5565606208,http://www.wikidata.org/entity/Q112256247,Jensen Education School AB
5565611174,http://www.wikidata.org/entity/Q5457596,Flashback Media Group
5565646865,http://www.wikidata.org/entity/Q10532942,IMEGO
5565649711,http://www.wikidata.org/entity/Q127734507,Jörnkängan
5565649976,http://www.wikidata.org/entity/Q1503354,Vy Tåg
5565658423,http://www.wikidata.org/entity/Q90822260,NAPPA AB
5565661815,http://www.wikidata.org/entity/Q4060996,Kunskapsskolan i Sverige Aktiebolag
5565662409,http://www.wikidata.org/entity/Q90883851,Sjömansskolan Stockholm AB
5565668794,http://www.wikidata.org/entity/Q10476957,DBGY Kronan AB
5565670428,http://www.wikidata.org/entity/Q10716722,Volvo Trademark Holding
5565672812,http://www.wikidata.org/entity/Q90883223,Västerholms Friskola AB
5565674610,http://www.wikidata.org/entity/Q6724578,Mackmyra Svensk Whisky
5565674743,http://www.wikidata.org/entity/Q91015453,Ununge Utbildning AB
5565680112,http://www.wikidata.org/entity/Q90883833,Täby Enskilda Gymnasium AB
5565684288,http://www.wikidata.org/entity/Q124282447,Fellow Designers
5565684965,http://www.wikidata.org/entity/Q90834551,Medborgarskolans Friskolor i Stockholm AB
5565686135,http://www.wikidata.org/entity/Q90882096,Bellevueskolan Aktiebolag
5565693289,http://www.wikidata.org/entity/Q90829706,Cybergymnasiet Malmö AB
5565693297,http://www.wikidata.org/entity/Q90829707,Cybergymnasiet Göteborg AB
5565696852,http://www.wikidata.org/entity/Q90883617,Kordelia Friskola AB
5565697082,http://www.wikidata.org/entity/Q90836740,Theducation AB
5565699302,http://www.wikidata.org/entity/Q90883028,Engelska Skolan Norr AB
5565702031,http://www.wikidata.org/entity/Q113463801,Cimbria Film
5565706768,http://www.wikidata.org/entity/Q90882448,Göteborgs Tekniska College Aktiebolag
5565713210,http://www.wikidata.org/entity/Q90883313,Järna Friskola Aktiebolag
5565715892,http://www.wikidata.org/entity/Q90819252,Lärande i Sverige AB
5565716650,http://www.wikidata.org/entity/Q90883944,Villberga Familjecenter Aktiebolag
5565721239,http://www.wikidata.org/entity/Q91021604,Fajeca AB
5565721247,http://www.wikidata.org/entity/Q90883911,Sverigefinska Skolan I Botkyrka Aktiebolag
5565721270,http://www.wikidata.org/entity/Q10397563,ACN Communications Sweden AB
5565724282,http://www.wikidata.org/entity/Q18289762,Fido film
5565728424,http://www.wikidata.org/entity/Q91015428,Åkerman Education AB
5565730636,http://www.wikidata.org/entity/Q124983060,Hidden Entertainment
5565734992,http://www.wikidata.org/entity/Q10543913,Karlsson Varuhus
5565735049,http://www.wikidata.org/entity/Q90882207,Minervaskolan I Umeå AB
5565735569,http://www.wikidata.org/entity/Q2748604,Film i Väst
5565736187,http://www.wikidata.org/entity/Q90882144,Vallentuna Friskola AB
5565747929,http://www.wikidata.org/entity/Q61779792,Destination Kalmar AB
5565748018,http://www.wikidata.org/entity/Q35594,Koenigsegg
5565748810,http://www.wikidata.org/entity/Q124132065,Bergab
5565749990,http://www.wikidata.org/entity/Q126281113,Nethouse
5565752770,http://www.wikidata.org/entity/Q114102280,NonStop Entertainment
5565754263,http://www.wikidata.org/entity/Q123177658,Monsterland
5565755500,http://www.wikidata.org/entity/Q90882301,Framtidsgymnasiet I Sverige AB
5565757738,http://www.wikidata.org/entity/Q10435010,Bredbandsbolaget
5565760401,http://www.wikidata.org/entity/Q10677148,Nettbuss Stadsbussarna
